company_id;account_id;keyword;is_regex;case_sensitive;match_type;pattern_description;priority
1;30;MITRA;0;0;contains;Location word: MITRA (from KDI MITRA PERKEBUNAN);7
1;30;PERKEBUNAN;0;0;contains;Location word: PERKEBUNAN (from KDI MITRA PERKEBUNAN);7
1;30;pc kdimitraperkebunan;0;0;contains;Internal code: pc kdimitraperkebunan;6
1;30;bs kdimitraperkebunan;0;0;contains;Internal code: bs kdimitraperkebunan;6
1;30;bo kdimitraperkebunan;0;0;contains;Internal code: bo kdimitraperkebunan;6
1;30;KDI;0;0;contains;KDI (Kimia Diagnostika) identifier;10
1;31;A_36;0;0;contains;Exact code: A_36;10
1;31;A36;0;0;contains;Code without underscore: A36;10
1;31;KF RAWA LUMBU;0;0;contains;Full location name: KF RAWA LUMBU;10
1;31;LIPH KF KF RAWA LUMBU;0;0;contains;LIPH prefix: LIPH KF KF RAWA LUMBU;9
1;31;LIPH KFKFRAWALUMBU;0;0;contains;LIPH no space: LIPH KFKFRAWALUMBU;8
1;31;RAWA;0;0;contains;Location word: RAWA (from KF RAWA LUMBU);7
1;31;LUMBU;0;0;contains;Location word: LUMBU (from KF RAWA LUMBU);7
1;31;pc kfrawalumbu;0;0;contains;Internal code: pc kfrawalumbu;6
1;31;bs kfrawalumbu;0;0;contains;Internal code: bs kfrawalumbu;6
1;31;bo kfrawalumbu;0;0;contains;Internal code: bo kfrawalumbu;6
1;32;A_37;0;0;contains;Exact code: A_37;10
1;32;A37;0;0;contains;Code without underscore: A37;10
1;32;KF SEPAT;0;0;contains;Full location name: KF SEPAT;10
1;32;LIPH KF KF SEPAT;0;0;contains;LIPH prefix: LIPH KF KF SEPAT;9
1;32;LIPH KFKFSEPAT;0;0;contains;LIPH no space: LIPH KFKFSEPAT;8
1;32;SEPAT;0;0;contains;Location word: SEPAT (from KF SEPAT);7
1;32;pc kfsepat;0;0;contains;Internal code: pc kfsepat;6
1;32;bs kfsepat;0;0;contains;Internal code: bs kfsepat;6
1;32;bo kfsepat;0;0;contains;Internal code: bo kfsepat;6
1;33;A_41;0;0;contains;Exact code: A_41;10
1;33;A41;0;0;contains;Code without underscore: A41;10
1;33;KF BOULEVARD;0;0;contains;Full location name: KF BOULEVARD;10
1;33;LIPH KF KF BOULEVARD;0;0;contains;LIPH prefix: LIPH KF KF BOULEVARD;9
1;33;LIPH KFKFBOULEVARD;0;0;contains;LIPH no space: LIPH KFKFBOULEVARD;8
1;33;BOULEVARD;0;0;contains;Location word: BOULEVARD (from KF BOULEVARD);7
1;33;pc kfboulevard;0;0;contains;Internal code: pc kfboulevard;6
1;33;bs kfboulevard;0;0;contains;Internal code: bs kfboulevard;6
1;33;bo kfboulevard;0;0;contains;Internal code: bo kfboulevard;6
1;34;A_45;0;0;contains;Exact code: A_45;10
1;34;A45;0;0;contains;Code without underscore: A45;10
1;34;KF SUMMARECON;0;0;contains;Full location name: KF SUMMARECON;10
1;34;LIPH KF KF SUMMARECON;0;0;contains;LIPH prefix: LIPH KF KF SUMMARECON;9
1;34;LIPH KFKFSUMMARECON;0;0;contains;LIPH no space: LIPH KFKFSUMMARECON;8
1;34;SUMMARECON;0;0;contains;Location word: SUMMARECON (from KF SUMMARECON);7
1;34;pc kfsummarecon;0;0;contains;Internal code: pc kfsummarecon;6
1;34;bs kfsummarecon;0;0;contains;Internal code: bs kfsummarecon;6
1;34;bo kfsummarecon;0;0;contains;Internal code: bo kfsummarecon;6
1;35;A_49;0;0;contains;Exact code: A_49;10
1;35;A49;0;0;contains;Code without underscore: A49;10
1;35;KF KOTA SERANG;0;0;contains;Full location name: KF KOTA SERANG;10
1;35;LIPH KF KF KOTA SERANG;0;0;contains;LIPH prefix: LIPH KF KF KOTA SERANG;9
1;35;LIPH KFKFKOTASERANG;0;0;contains;LIPH no space: LIPH KFKFKOTASERANG;8
1;35;KOTA;0;0;contains;Location word: KOTA (from KF KOTA SERANG);7
1;35;SERANG;0;0;contains;Location word: SERANG (from KF KOTA SERANG);7
1;35;pc kfkotaserang;0;0;contains;Internal code: pc kfkotaserang;6
1;35;bs kfkotaserang;0;0;contains;Internal code: bs kfkotaserang;6
1;35;bo kfkotaserang;0;0;contains;Internal code: bo kfkotaserang;6
